Carcass Drop,Habitat,Flood,Season,Site,site_R,Date,Days since laid,Event,Number Scavenging,Number in Frame,Max Group Size Till Scavenging,Time_till_scav_value_mins
4SD,CL,AF,Warm,3,4SD3,6/11/2019,43,2950, S.2, R.4,4,0
4SD,CL,AF,Warm,3,4SD3,4/06/2020,254,2951, S.1, R.1,1,0.05
4SD,OP,AF,Warm,4,4SD4,24/09/2019,0,2952, S.1, R.3,3,0
4SD,OP,AF,Warm,4,4SD4,24/09/2019,0,2953,0,2,4,8.75
4SD,OP,AF,Warm,4,4SD4,24/09/2019,0,2954, S.1, R.1,1,0
4SD,OP,AF,Warm,4,4SD4,24/09/2019,0,2955, S.0, R.1,1,0.1
4SD,OP,AF,Warm,4,4SD4,25/09/2019,1,2956, S.0, R.1,1,0.083333333
4SD,OP,AF,Warm,4,4SD4,25/09/2019,1,2957, S.0, R.1,1,0
4SD,OP,AF,Warm,4,4SD4,25/09/2019,1,2958,1,1,1,0.083333333
4SD,OP,AF,Warm,4,4SD4,25/09/2019,1,2959, S.1, R.2,2,3.166666667
4SD,OP,AF,Warm,4,4SD4,25/09/2019,1,2960,1,2,2,0.083333333
4SD,OP,AF,Warm,4,4SD4,25/09/2019,1,2961,1,1,1,0.016666667
4SD,OP,AF,Warm,4,4SD4,25/09/2019,1,2962,2,5,5,0
4SD,OP,AF,Warm,4,4SD4,25/09/2019,1,2963,1,1,2,0.05
4SD,OP,AF,Warm,4,4SD4,25/09/2019,1,2964,1,3,3,0.05
4SD,OP,AF,Warm,4,4SD4,25/09/2019,1,2965,1,1,2,0.05
4SD,OP,AF,Warm,4,4SD4,25/09/2019,1,2966,1,2,2,0
4SD,OP,AF,Warm,4,4SD4,25/09/2019,1,2967,2,3,3,0.05
4SD,OP,AF,Warm,4,4SD4,25/09/2019,1,2968,1,1,1,0.066666667
4SD,OP,AF,Warm,4,4SD4,25/09/2019,1,2969,1,2,2,0.083333333
4SD,OP,AF,Warm,4,4SD4,25/09/2019,1,2970,1,2,2,0.05
4SD,OP,AF,Warm,4,4SD4,25/09/2019,1,2971,1,1,1,0.05
4SD,OP,AF,Warm,4,4SD4,25/09/2019,1,2972,2,2,2,0
4SD,OP,AF,Warm,4,4SD4,25/09/2019,1,2973,2,3,3,0
4SD,OP,AF,Warm,4,4SD4,26/09/2019,2,2974, S.0, R.1,1,0.116666667
4SD,OP,AF,Warm,4,4SD4,26/09/2019,2,2975, S.1, R.2,2,0
4SD,OP,AF,Warm,4,4SD4,26/09/2019,2,2976, S.0, R.1,1,2.433333333
4SD,OP,AF,Warm,4,4SD4,26/09/2019,2,2977, S.1, R.1,1,0.066666667
4SD,OP,AF,Warm,4,4SD4,26/09/2019,2,2978, S.2, R.3,3,0.183333333
4SD,OP,AF,Warm,4,4SD4,26/09/2019,2,2979, S.1, R.2,2,0.616666667
4SD,OP,AF,Warm,4,4SD4,26/09/2019,2,2980, S.1, R.1,1,0.05
4SD,OP,AF,Warm,4,4SD4,26/09/2019,2,2981,1,1,1,0
4SD,OP,AF,Warm,4,4SD4,26/09/2019,2,2982,1,2,2,0.3
4SD,OP,AF,Warm,4,4SD4,26/09/2019,2,2983, S.0, R.1,1,0
4SD,OP,AF,Warm,4,4SD4,26/09/2019,2,2984,1,2,2,0
4SD,OP,AF,Warm,4,4SD4,26/09/2019,2,2985,0,2,2,0.1
4SD,OP,AF,Warm,4,4SD4,26/09/2019,2,2986, S.1, R.2,2,0.05
4SD,OP,AF,Warm,4,4SD4,27/09/2019,3,2987, S.0, R.1,1,0.15
4SD,OP,AF,Warm,4,4SD4,27/09/2019,3,2988, S.0, R.1,1,0.1
4SD,OP,AF,Warm,4,4SD4,27/09/2019,3,2989, S.1, R.1,1,0.1
4SD,OP,AF,Warm,4,4SD4,27/09/2019,3,2990, S.1, R.1,1,3.1
4SD,OP,AF,Warm,4,4SD4,27/09/2019,3,2991,2,2,2,5.716666667
4SD,OP,AF,Warm,4,4SD4,27/09/2019,3,2992,1,2,2,0.05
4SD,OP,AF,Warm,4,4SD4,27/09/2019,3,2993, S.1, R.2,2,3.383333333
4SD,OP,AF,Warm,4,4SD4,27/09/2019,3,2994, S.1, R.6,6,0.05
4SD,OP,AF,Warm,4,4SD4,27/09/2019,3,2995,1,1,2,8.266666667
4SD,OP,AF,Warm,4,4SD4,27/09/2019,3,2996,0,1,1,0
4SD,OP,AF,Warm,4,4SD4,27/09/2019,3,2997, S.0, R.1,1,4.616666667
4SD,OP,AF,Warm,4,4SD4,27/09/2019,3,2998, S.1, R.4,4,0
4SD,OP,AF,Warm,4,4SD4,27/09/2019,3,2999,0,1,1,0
4SD,OP,AF,Warm,4,4SD4,28/09/2019,4,3000, S.1, R.1,1,9.35
4SD,OP,AF,Warm,4,4SD4,28/09/2019,4,3001, S.1, R.2,2,0.066666667
4SD,OP,AF,Warm,4,4SD4,28/09/2019,4,3002, S.1, R.1,1,0.033333333
4SD,OP,AF,Warm,4,4SD4,28/09/2019,4,3003, S.1, R.1,1,0.033333333
4SD,OP,AF,Warm,4,4SD4,28/09/2019,4,3004, S.1, R.1,1,0.066666667
4SD,OP,AF,Warm,4,4SD4,28/09/2019,4,3005, S.1, R.1,1,0.05
4SD,OP,AF,Warm,4,4SD4,28/09/2019,4,3006, S.1, R.1,1,0.083333333
4SD,OP,AF,Warm,4,4SD4,28/09/2019,4,3007, S.2, R.5,5,0
4SD,OP,AF,Warm,4,4SD4,28/09/2019,4,3008, S.2, R.3,3,0.116666667
4SD,OP,AF,Warm,4,4SD4,28/09/2019,4,3009, S.1, R.1,1,0.066666667
4SD,OP,AF,Warm,4,4SD4,28/09/2019,4,3010, S.1, R.2,2,0
4SD,OP,AF,Warm,4,4SD4,28/09/2019,4,3011, S.1, R.5,5,0
4SD,OP,AF,Warm,4,4SD4,28/09/2019,4,3012, S.2, R.3,3,0.016666667
4SD,OP,AF,Warm,4,4SD4,28/09/2019,4,3013, S.0, R.1,1,1.55
4SD,OP,AF,Warm,4,4SD4,29/09/2019,5,3014, S.2, R.3,3,0
4SD,OP,AF,Warm,4,4SD4,29/09/2019,5,3015, S.1, R.2,2,0.033333333
4SD,OP,AF,Warm,4,4SD4,29/09/2019,5,3016, S.1, R.1,1,9.016666667
4SD,OP,AF,Warm,4,4SD4,29/09/2019,5,3017, S.1, R.2,2,0.033333333
4SD,OP,AF,Warm,4,4SD4,29/09/2019,5,3018, S.0, R.1,1,3.133333333
4SD,OP,AF,Warm,4,4SD4,29/09/2019,5,3019, S.1, R.1,1,0.05
4SD,OP,AF,Warm,4,4SD4,30/09/2019,6,3020, S.1, R.2,2,0.05
4SD,OP,AF,Warm,4,4SD4,30/09/2019,6,3021, S.1, R.1,1,0.116666667
4SD,OP,AF,Warm,4,4SD4,30/09/2019,6,3022, S.1, R.2,2,1.633333333
4SD,OP,AF,Warm,4,4SD4,30/09/2019,6,3023, S.1, R.3,3,0
4SD,OP,AF,Warm,4,4SD4,30/09/2019,6,3024, S.1, R.1,1,0.066666667
4SD,OP,AF,Warm,4,4SD4,1/10/2019,7,3025, S.1, R.2,2,2.4
4SD,OP,AF,Warm,4,4SD4,1/10/2019,7,3026, S.1, R.2,2,0
4SD,OP,AF,Warm,4,4SD4,1/10/2019,7,3027, S.1, R.2,2,0
4SD,OP,AF,Warm,4,4SD4,1/10/2019,7,3028, S.1, R.2,2,0.066666667
4SD,OP,AF,Warm,4,4SD4,1/10/2019,7,3029, S.1, R.1,1,0.95
4SD,OP,AF,Warm,4,4SD4,1/10/2019,7,3030, S.2, R.2,2,0
4SD,OP,AF,Warm,4,4SD4,1/10/2019,7,3031, S.1, R.2,2,0.1
4SD,OP,AF,Warm,4,4SD4,2/10/2019,8,3032, S.1, R.1,1,3.216666667
4SD,OP,AF,Warm,4,4SD4,2/10/2019,8,3033, S.1, R.1,1,0.1
4SD,OP,AF,Warm,4,4SD4,3/10/2019,9,3034, S.1, R.2,2,0.033333333
4SD,OP,AF,Warm,4,4SD4,3/10/2019,9,3035, S.0, R.1,1,0
4SD,OP,AF,Warm,4,4SD4,3/10/2019,9,3036, S.1, R.2,2,0.016666667
4SD,OP,AF,Warm,4,4SD4,3/10/2019,9,3037, S.1, R.1,2,0.1
4SD,OP,AF,Warm,4,4SD4,3/10/2019,9,3038, S.1, R.1,1,0.116666667
4SD,OP,AF,Warm,4,4SD4,3/10/2019,9,3039, S.1, R.2,2,0.1
4SD,OP,AF,Warm,4,4SD4,3/10/2019,9,3040,0,1,2,0.1
4SD,OP,AF,Warm,4,4SD4,3/10/2019,9,3041, S.0, R.1,1,5.7
4SD,OP,AF,Warm,4,4SD4,4/10/2019,10,3042, S.0, R.1,1,1.4
4SD,OP,AF,Warm,4,4SD4,4/10/2019,10,3043, S.1, R.2,2,0.05
4SD,OP,AF,Warm,4,4SD4,4/10/2019,10,3044, S.1, R.2,2,0
4SD,OP,AF,Warm,4,4SD4,4/10/2019,10,3045, S.1, R.1,1,0.083333333
4SD,OP,AF,Warm,4,4SD4,4/10/2019,10,3046, S.2, R.2,2,0.116666667
4SD,OP,AF,Warm,4,4SD4,4/10/2019,10,3047, S.1, R.2,2,0
4SD,OP,AF,Warm,4,4SD4,4/10/2019,10,3048, S.1, R.1,2,0.033333333
4SD,OP,AF,Warm,4,4SD4,4/10/2019,10,3049, S.2, R.2,2,0.016666667
4SD,OP,AF,Warm,4,4SD4,4/10/2019,10,3050, S.1, R.1,2,0.05
4SD,OP,AF,Warm,4,4SD4,4/10/2019,10,3051, S.0, R.1,1,7.766666667
4SD,OP,AF,Warm,4,4SD4,5/10/2019,11,3052, S.1, R.2,2,0
4SD,OP,AF,Warm,4,4SD4,6/10/2019,12,3053, S.1, R.1,1,0
4SD,OP,AF,Warm,4,4SD4,6/10/2019,12,3054, S.1, R.2,2,0
4SD,OP,AF,Warm,4,4SD4,6/10/2019,12,3055, S.1, R.2,2,9.25
4SD,OP,AF,Warm,4,4SD4,6/10/2019,12,3056, S.0, R.1,1,0.016666667
4SD,OP,AF,Warm,4,4SD4,6/10/2019,12,3057, S.1, R.1,1,0.05
4SD,OP,AF,Warm,4,4SD4,7/10/2019,13,3058, S.1, R.2,2,0.033333333
4SD,OP,AF,Warm,4,4SD4,8/10/2019,14,3059, S.1, R.1,2,0.066666667
4SD,OP,AF,Warm,4,4SD4,9/10/2019,15,3060, S.0, R.1,1,0.116666667
4SD,OP,AF,Warm,4,4SD4,11/10/2019,17,3061, S.1, R.1,1,0.033333333
4SD,OP,AF,Warm,4,4SD4,13/10/2019,19,3062, S.1, R.2,2,0.033333333
4SD,OP,AF,Warm,4,4SD4,13/10/2019,19,3063, S.0, R.1,1,0.033333333
4SD,OP,AF,Warm,4,4SD4,19/10/2019,25,3064, S.0, R.1,1,0.1
4SD,OP,AF,Warm,4,4SD4,30/10/2019,36,3065, S.2, R.2,2,0
4SD,OP,AF,Warm,4,4SD4,29/01/2020,127,3066, S.1, R.1,2,0.033333333
4SD,OP,AF,Warm,4,4SD4,25/02/2020,154,3067, S.3, R.4,4,0.033333333
4SD,OP,AF,Warm,4,4SD4,5/05/2020,224,3068,0,1,1,0
4SD,OP,AF,Warm,4,4SD4,9/05/2020,228,3069, S.1, R.1,1,0.033333333
4SD,OP,AF,Warm,4,4SD4,30/05/2020,249,3070, S.1, R.2,2,0.033333333
4SD,OP,AF,Warm,4,4SD4,4/06/2020,254,3071, S.0, R.1,1,0.116666667
4SD,OP,AF,Warm,4,4SD4,6/06/2020,256,3072, S.0, R.1,1,0
