Carcass Drop,Site,Site_R,Flood,Season,Habitat,Date,Days since laid,group_size,visit_time,visit_time_rounded,visit_time_mins,visit_time_hours
1SD,7,1SD7,Before Flood,Winter,Closed,24/06/2018,4,4,18.65,19,19,0.316666667
1SD,7,1SD7,Before Flood,Winter,Closed,24/06/2018,4,7,55.05,55,55,0.916666667
1SD,7,1SD7,Before Flood,Winter,Closed,24/06/2018,4,11,64.85,65,65,1.083333333
1SD,7,1SD7,Before Flood,Winter,Closed,25/06/2018,5,2,0.933333333,1,1,0.016666667
1SD,7,1SD7,Before Flood,Winter,Closed,25/06/2018,5,2,9.366666667,9,9,0.15
1SD,7,1SD7,Before Flood,Winter,Closed,25/06/2018,5,2,25.58333333,26,26,0.433333333
1SD,7,1SD7,Before Flood,Winter,Closed,26/06/2018,6,1,0.733333333,1,1,0.016666667
1SD,7,1SD7,Before Flood,Winter,Closed,26/06/2018,6,4,0.766666667,1,1,0.016666667
1SD,7,1SD7,Before Flood,Winter,Closed,26/06/2018,6,6,2.116666667,2,2,0.033333333
1SD,7,1SD7,Before Flood,Winter,Closed,26/06/2018,6,2,7.883333333,8,8,0.133333333
1SD,7,1SD7,Before Flood,Winter,Closed,26/06/2018,6,3,8.366666667,8,8,0.133333333
1SD,7,1SD7,Before Flood,Winter,Closed,26/06/2018,6,4,10.93333333,11,11,0.183333333
1SD,7,1SD7,Before Flood,Winter,Closed,26/06/2018,6,2,22.3,22,22,0.366666667
1SD,7,1SD7,Before Flood,Winter,Closed,26/06/2018,6,2,43.51666667,44,44,0.733333333
1SD,7,1SD7,Before Flood,Winter,Closed,26/06/2018,6,7,53.2,53,53,0.883333333
1SD,7,1SD7,Before Flood,Winter,Closed,26/06/2018,6,3,58.73333333,59,59,0.983333333
1SD,7,1SD7,Before Flood,Winter,Closed,26/06/2018,6,5,60.01666667,60,60,1
1SD,7,1SD7,Before Flood,Winter,Closed,27/06/2018,7,2,0.916666667,1,1,0.016666667
1SD,7,1SD7,Before Flood,Winter,Closed,27/06/2018,7,2,2.8,3,3,0.05
1SD,7,1SD7,Before Flood,Winter,Closed,27/06/2018,7,1,7.083333333,7,7,0.116666667
1SD,7,1SD7,Before Flood,Winter,Closed,27/06/2018,7,2,13.73333333,14,14,0.233333333
1SD,7,1SD7,Before Flood,Winter,Closed,27/06/2018,7,2,29.03333333,29,29,0.483333333
1SD,7,1SD7,Before Flood,Winter,Closed,28/06/2018,8,2,13.56666667,14,14,0.233333333
1SD,7,1SD7,Before Flood,Winter,Closed,5/07/2018,15,2,4.883333333,5,5,0.083333333
1SD,7,1SD7,Before Flood,Winter,Closed,6/07/2018,16,2,5.516666667,6,6,0.1
1SD,7,1SD7,Before Flood,Winter,Closed,7/07/2018,17,2,1.65,2,2,0.033333333
1SD,7,1SD7,Before Flood,Winter,Closed,7/07/2018,17,2,5.75,6,6,0.1
1SD,7,1SD7,Before Flood,Winter,Closed,7/07/2018,17,3,6.65,7,7,0.116666667
1SD,7,1SD7,Before Flood,Winter,Closed,8/07/2018,18,2,38.28333333,38,38,0.633333333
1SD,7,1SD7,Before Flood,Winter,Closed,12/07/2018,22,3,10.28333333,10,10,0.166666667
1SD,7,1SD7,Before Flood,Winter,Closed,14/07/2018,24,1,2.2,2,2,0.033333333
1SD,7,1SD7,Before Flood,Winter,Closed,15/07/2018,25,1,0.983333333,1,1,0.016666667
1SD,7,1SD7,Before Flood,Winter,Closed,19/07/2018,29,2,18.33333333,18,18,0.3
1SD,7,1SD7,Before Flood,Winter,Closed,20/07/2018,30,2,16.1,16,16,0.266666667
1SD,7,1SD7,Before Flood,Winter,Closed,20/07/2018,30,2,47.15,47,47,0.783333333
1SD,8,1SD8,Before Flood,Winter,Open,25/06/2018,5,1,1.5,2,2,0.033333333
1SD,8,1SD8,Before Flood,Winter,Open,25/06/2018,5,3,3.816666667,4,4,0.066666667
1SD,8,1SD8,Before Flood,Winter,Open,25/06/2018,5,1,8.266666667,8,8,0.133333333
1SD,8,1SD8,Before Flood,Winter,Open,25/06/2018,5,2,11.8,12,12,0.2
1SD,8,1SD8,Before Flood,Winter,Open,25/06/2018,5,8,26.16666667,26,26,0.433333333
1SD,8,1SD8,Before Flood,Winter,Open,26/06/2018,6,2,1.066666667,1,1,0.016666667
1SD,8,1SD8,Before Flood,Winter,Open,26/06/2018,6,2,3.5,4,4,0.066666667
1SD,8,1SD8,Before Flood,Winter,Open,26/06/2018,6,2,8.283333333,8,8,0.133333333
1SD,8,1SD8,Before Flood,Winter,Open,26/06/2018,6,2,9.083333333,9,9,0.15
1SD,8,1SD8,Before Flood,Winter,Open,26/06/2018,6,2,9.2,9,9,0.15
1SD,8,1SD8,Before Flood,Winter,Open,26/06/2018,6,2,11.33333333,11,11,0.183333333
1SD,8,1SD8,Before Flood,Winter,Open,26/06/2018,6,2,24.91666667,25,25,0.416666667
1SD,8,1SD8,Before Flood,Winter,Open,28/06/2018,8,2,1.4,1,1,0.016666667
1SD,8,1SD8,Before Flood,Winter,Open,28/06/2018,8,4,11.13333333,11,11,0.183333333
1SD,8,1SD8,Before Flood,Winter,Open,30/06/2018,10,2,1.6,2,2,0.033333333
1SD,8,1SD8,Before Flood,Winter,Open,30/06/2018,10,2,8.466666667,8,8,0.133333333
1SD,8,1SD8,Before Flood,Winter,Open,30/06/2018,10,2,8.816666667,9,9,0.15
1SD,8,1SD8,Before Flood,Winter,Open,30/06/2018,10,2,12.8,13,13,0.216666667
1SD,8,1SD8,Before Flood,Winter,Open,1/07/2018,11,2,1.4,1,1,0.016666667
1SD,8,1SD8,Before Flood,Winter,Open,2/07/2018,12,2,0.933333333,1,1,0.016666667
1SD,8,1SD8,Before Flood,Winter,Open,2/07/2018,12,4,2.95,3,3,0.05
1SD,8,1SD8,Before Flood,Winter,Open,2/07/2018,12,2,5.533333333,6,6,0.1
1SD,8,1SD8,Before Flood,Winter,Open,2/07/2018,12,14,8.183333333,8,8,0.133333333
1SD,8,1SD8,Before Flood,Winter,Open,2/07/2018,12,2,9.766666667,10,10,0.166666667
1SD,8,1SD8,Before Flood,Winter,Open,2/07/2018,12,2,10.31666667,10,10,0.166666667
1SD,8,1SD8,Before Flood,Winter,Open,2/07/2018,12,7,28.63333333,29,29,0.483333333
1SD,8,1SD8,Before Flood,Winter,Open,3/07/2018,13,3,2.033333333,2,2,0.033333333
1SD,8,1SD8,Before Flood,Winter,Open,3/07/2018,13,3,10.85,11,11,0.183333333
1SD,8,1SD8,Before Flood,Winter,Open,3/07/2018,13,10,25.56666667,26,26,0.433333333
1SD,8,1SD8,Before Flood,Winter,Open,3/07/2018,13,3,33.26666667,33,33,0.55
1SD,8,1SD8,Before Flood,Winter,Open,3/07/2018,13,6,52.61666667,53,53,0.883333333
1SD,8,1SD8,Before Flood,Winter,Open,3/07/2018,13,10,59.11666667,59,59,0.983333333
1SD,8,1SD8,Before Flood,Winter,Open,4/07/2018,14,6,5.383333333,5,5,0.083333333
1SD,8,1SD8,Before Flood,Winter,Open,4/07/2018,14,9,8.75,9,9,0.15
1SD,8,1SD8,Before Flood,Winter,Open,5/07/2018,15,4,4.2,4,4,0.066666667
1SD,8,1SD8,Before Flood,Winter,Open,5/07/2018,15,2,12.51666667,13,13,0.216666667
1SD,8,1SD8,Before Flood,Winter,Open,6/07/2018,16,1,1.933333333,2,2,0.033333333
1SD,8,1SD8,Before Flood,Winter,Open,6/07/2018,16,2,5,5,5,0.083333333
1SD,8,1SD8,Before Flood,Winter,Open,7/07/2018,17,2,1.283333333,1,1,0.016666667
1SD,8,1SD8,Before Flood,Winter,Open,7/07/2018,17,3,9.116666667,9,9,0.15
1SD,8,1SD8,Before Flood,Winter,Open,8/07/2018,18,7,6.083333333,6,6,0.1
1SD,8,1SD8,Before Flood,Winter,Open,9/07/2018,19,2,3.933333333,4,4,0.066666667
1SD,8,1SD8,Before Flood,Winter,Open,10/07/2018,20,2,2.383333333,2,2,0.033333333
1SD,8,1SD8,Before Flood,Winter,Open,11/07/2018,21,2,3.866666667,4,4,0.066666667
1SD,8,1SD8,Before Flood,Winter,Open,12/07/2018,22,1,4.566666667,5,5,0.083333333
1SD,8,1SD8,Before Flood,Winter,Open,12/07/2018,22,2,8.7,9,9,0.15
1SD,8,1SD8,Before Flood,Winter,Open,12/07/2018,22,2,8.95,9,9,0.15
1SD,8,1SD8,Before Flood,Winter,Open,13/07/2018,23,1,5.383333333,5,5,0.083333333
1SD,8,1SD8,Before Flood,Winter,Open,13/07/2018,23,2,12.55,13,13,0.216666667
1SD,8,1SD8,Before Flood,Winter,Open,14/07/2018,24,9,40.68333333,41,41,0.683333333
1SD,8,1SD8,Before Flood,Winter,Open,15/07/2018,25,3,1.2,1,1,0.016666667
1SD,8,1SD8,Before Flood,Winter,Open,15/07/2018,25,3,7.533333333,8,8,0.133333333
1SD,8,1SD8,Before Flood,Winter,Open,15/07/2018,25,3,8.4,8,8,0.133333333
1SD,8,1SD8,Before Flood,Winter,Open,15/07/2018,25,2,32.48333333,32,32,0.533333333
1SD,8,1SD8,Before Flood,Winter,Open,17/07/2018,27,2,10.3,10,10,0.166666667
1SD,8,1SD8,Before Flood,Winter,Open,19/07/2018,29,2,0.866666667,1,1,0.016666667
1SD,8,1SD8,Before Flood,Winter,Open,19/07/2018,29,2,3.3,3,3,0.05
1SD,8,1SD8,Before Flood,Winter,Open,19/07/2018,29,2,6.35,6,6,0.1
1SD,8,1SD8,Before Flood,Winter,Open,20/07/2018,30,2,3,3,3,0.05
1SD,9,1SD9,Before Flood,Winter,Closed,2/07/2018,11,3,0.6,1,1,0.016666667
1SD,9,1SD9,Before Flood,Winter,Closed,2/07/2018,11,1,1.016666667,1,1,0.016666667
1SD,9,1SD9,Before Flood,Winter,Closed,2/07/2018,11,2,2.466666667,2,2,0.033333333
1SD,9,1SD9,Before Flood,Winter,Closed,2/07/2018,11,2,2.7,3,3,0.05
1SD,9,1SD9,Before Flood,Winter,Closed,2/07/2018,11,2,3.233333333,3,3,0.05
1SD,9,1SD9,Before Flood,Winter,Closed,2/07/2018,11,5,8.75,9,9,0.15
1SD,9,1SD9,Before Flood,Winter,Closed,2/07/2018,11,4,8.783333333,9,9,0.15
1SD,9,1SD9,Before Flood,Winter,Closed,2/07/2018,11,3,19.63333333,20,20,0.333333333
1SD,9,1SD9,Before Flood,Winter,Closed,2/07/2018,11,2,31.08333333,31,31,0.516666667
1SD,9,1SD9,Before Flood,Winter,Closed,3/07/2018,12,1,0.866666667,1,1,0.016666667
1SD,9,1SD9,Before Flood,Winter,Closed,3/07/2018,12,7,2.266666667,2,2,0.033333333
1SD,9,1SD9,Before Flood,Winter,Closed,3/07/2018,12,4,3.666666667,4,4,0.066666667
1SD,9,1SD9,Before Flood,Winter,Closed,3/07/2018,12,7,31.25,31,31,0.516666667
1SD,9,1SD9,Before Flood,Winter,Closed,3/07/2018,12,5,40.65,41,41,0.683333333
